student_id,subject,topic,correct,wrong,minutes_studied,days_since_last_studied,final_exam_score
ETS_005,physics,waves,7,5,29.7,0,72
ETS_005,chemistry,atomic,21,9,43.4,1,72
ETS_005,chemistry,acidsbases,9,3,17.0,4,72
ETS_005,chemistry,reactions,22,9,65.3,4,72
ETS_005,biology,cell,23,8,51.7,1,72
ETS_005,biology,physiology,14,5,44.5,6,72
ETS_005,biology,ecology,7,3,13.8,6,72
ETS_005,english,grammar,11,5,25.3,8,72
ETS_005,english,reading,8,4,18.4,4,72
ETS_005,english,vocabulary,11,5,29.6,8,72
ETS_005,sat,verbal,21,4,31.6,10,72
ETS_005,sat,quantitative,20,4,40.5,0,72
ETS_005,sat,abstract,27,5,66.4,1,72
ETS_006,math,algebra,8,11,43.1,2,48
ETS_006,math,geometry,6,8,26.3,7,48
ETS_006,math,calculus,9,12,51.6,3,48
ETS_006,physics,mechanics,7,8,19.0,3,48
ETS_006,physics,electricity,12,12,50.6,0,48
ETS_006,physics,waves,12,13,61.7,3,48
ETS_006,chemistry,atomic,15,13,49.6,0,48
ETS_006,chemistry,acidsbases,7,7,20.2,0,48
ETS_006,chemistry,reactions,9,9,37.7,0,48
ETS_006,biology,cell,4,6,17.8,1,48
ETS_006,biology,physiology,12,19,66.0,5,48
ETS_006,biology,ecology,12,18,60.9,3,48
ETS_006,english,grammar,12,20,40.4,4,48
ETS_006,english,reading,11,17,61.2,0,48
ETS_006,english,vocabulary,9,14,30.3,0,48
ETS_006,sat,verbal,14,9,56.9,0,48
ETS_006,sat,quantitative,15,10,33.2,3,48
ETS_006,sat,abstract,10,6,26.4,3,48
ETS_007,math,algebra,15,4,38.3,3,72
ETS_007,math,geometry,8,2,19.0,5,72
ETS_007,math,calculus,20,5,32.3,5,72
ETS_007,physics,mechanics,22,7,56.5,2,72
ETS_007,physics,electricity,7,3,18.0,3,72
ETS_007,physics,waves,10,4,28.2,8,72
ETS_007,chemistry,atomic,12,5,40.4,1,72
ETS_007,chemistry,acidsbases,16,6,32.5,2,72
ETS_007,chemistry,reactions,20,8,56.1,2,72
ETS_007,biology,cell,12,7,23.4,8,72
ETS_007,biology,physiology,12,6,33.2,5,72
ETS_007,biology,ecology,17,10,54.5,10,72
ETS_007,english,grammar,11,2,22.7,17,72
ETS_007,english,reading,11,2,18.6,6,72
ETS_007,english,vocabulary,10,2,29.9,2,72
ETS_007,sat,verbal,28,5,76.8,4,72
ETS_007,sat,quantitative,18,3,36.9,6,72
ETS_007,sat,abstract,29,5,51.3,2,72
ETS_008,math,algebra,10,12,52.0,2,64
ETS_008,math,geometry,10,11,51.4,9,64
ETS_008,math,calculus,9,9,29.1,14,64
ETS_008,physics,mechanics,19,10,56.4,4,64
ETS_008,physics,electricity,20,10,39.6,4,64
ETS_008,physics,waves,19,10,60.2,6,64
ETS_008,chemistry,atomic,16,6,53.0,18,64
ETS_008,chemistry,acidsbases,17,6,44.0,2,64
ETS_008,chemistry,reactions,23,9,61.1,6,64
ETS_008,biology,cell,17,7,33.3,7,64
ETS_008,biology,physiology,15,6,48.9,9,64
ETS_008,biology,ecology,17,6,48.6,0,64
ETS_008,english,grammar,10,4,26.1,1,64
ETS_008,english,reading,12,5,28.7,2,64
ETS_008,english,vocabulary,21,8,43.7,11,64
ETS_008,sat,verbal,16,6,47.9,2,64
ETS_008,sat,quantitative,21,7,61.9,4,64
ETS_008,sat,abstract,14,5,45.2,0,64
ETS_009,math,algebra,18,11,39.3,0,64
ETS_009,math,geometry,11,7,39.0,5,64
ETS_009,math,calculus,21,13,57.4,1,64
ETS_009,physics,mechanics,9,6,33.6,19,64
ETS_009,physics,electricity,14,8,27.6,11,64
ETS_009,physics,waves,19,12,74.5,12,64
ETS_009,chemistry,atomic,9,4,25.0,17,64
ETS_009,chemistry,acidsbases,18,9,38.2,1,64
ETS_009,chemistry,reactions,16,8,43.0,4,64
ETS_009,biology,cell,24,10,81.3,15,64
ETS_009,biology,physiology,18,7,58.9,3,64
ETS_009,biology,ecology,21,9,46.8,1,64
ETS_009,english,grammar,11,6,28.2,4,64
ETS_009,english,reading,9,5,34.5,21,64
ETS_009,english,vocabulary,20,11,38.5,1,64
ETS_009,sat,verbal,20,5,35.3,12,64
ETS_009,sat,quantitative,12,3,36.5,6,64
ETS_009,sat,abstract,19,5,57.5,0,64
ETS_010,math,algebra,26,7,55.8,8,81
ETS_010,math,geometry,19,5,33.5,4,81
ETS_010,math,calculus,26,8,83.7,9,81
ETS_010,physics,mechanics,20,2,28.2,0,81
ETS_010,physics,electricity,9,1,12.2,0,81
ETS_010,physics,waves,23,3,49.3,6,81
ETS_010,chemistry,atomic,27,3,72.8,9,81
ETS_010,chemistry,acidsbases,23,3,39.3,1,81
ETS_010,chemistry,reactions,9,1,24.4,4,81
ETS_010,biology,cell,9,1,20.7,4,81
ETS_010,biology,physiology,16,1,20.9,3,81
ETS_010,biology,ecology,29,2,68.3,3,81
ETS_010,english,grammar,12,2,18.4,7,81
ETS_010,english,reading,23,3,35.7,0,81
ETS_010,english,vocabulary,21,3,53.3,5,81
ETS_010,sat,verbal,19,1,29.5,0,81
ETS_010,sat,quantitative,11,0,18.2,4,81
ETS_010,sat,abstract,23,1,42.4,11,81
ETS_011,math,algebra,18,14,60.2,5,61
ETS_011,math,geometry,7,6,23.4,9,61
ETS_011,math,calculus,15,11,39.9,3,61
ETS_011,physics,mechanics,12,10,32.4,4,61
ETS_011,physics,electricity,11,9,26.0,0,61
ETS_011,physics,waves,18,14,62.7,2,61
ETS_011,chemistry,atomic,15,10,50.8,1,61
ETS_011,chemistry,acidsbases,20,13,57.3,10,61
ETS_011,chemistry,reactions,16,11,53.5,1,61
ETS_011,biology,cell,10,9,27.2,0,61
ETS_011,biology,physiology,5,5,18.9,2,61
ETS_011,biology,ecology,12,11,38.5,3,61
ETS_011,english,grammar,14,8,35.6,0,61
ETS_011,english,reading,15,9,48.4,0,61
ETS_011,english,vocabulary,13,7,47.9,0,61
ETS_011,sat,verbal,16,10,51.4,21,61
ETS_011,sat,quantitative,15,9,40.4,3,61
ETS_011,sat,abstract,20,12,60.5,6,61
ETS_012,math,algebra,9,11,37.8,0,36
ETS_012,math,geometry,7,8,28.4,1,36
ETS_012,math,calculus,16,18,73.4,1,36
ETS_012,physics,mechanics,7,9,25.9,1,36
ETS_012,physics,electricity,9,12,31.6,2,36
ETS_012,physics,waves,14,20,70.8,7,36
ETS_012,chemistry,atomic,8,16,51.8,4,36
ETS_012,chemistry,acidsbases,5,12,29.9,0,36
ETS_012,chemistry,reactions,6,12,29.5,11,36
ETS_012,biology,cell,4,7,16.7,3,36
ETS_012,biology,physiology,6,9,29.8,1,36
ETS_012,biology,ecology,12,19,46.3,2,36
ETS_012,english,grammar,16,17,78.1,0,36
ETS_012,english,reading,14,14,34.3,5,36
ETS_012,english,vocabulary,16,17,44.4,2,36
ETS_012,sat,verbal,8,12,46.5,8,36
ETS_012,sat,quantitative,10,16,47.8,6,36
ETS_012,sat,abstract,13,21,72.6,3,36
ETS_013,math,algebra,21,10,65.9,1,61
ETS_013,math,geometry,20,9,43.9,0,61
ETS_013,math,calculus,16,7,36.2,4,61
ETS_013,physics,mechanics,13,7,39.4,2,61
ETS_013,physics,electricity,21,12,45.4,0,61
ETS_013,physics,waves,13,8,30.7,5,61
ETS_013,chemistry,atomic,16,13,44.4,5,61
ETS_013,chemistry,acidsbases,14,12,35.1,3,61
ETS_013,chemistry,reactions,8,7,26.0,2,61
ETS_013,biology,cell,14,7,35.6,13,61
ETS_013,biology,physiology,20,11,39.1,7,61
ETS_013,biology,ecology,13,7,44.7,1,61
ETS_013,english,grammar,8,4,17.0,8,61
ETS_013,english,reading,15,8,43.2,2,61
ETS_013,english,vocabulary,14,8,43.2,5,61
ETS_013,sat,verbal,22,6,56.3,3,61
ETS_013,sat,quantitative,19,5,46.8,2,61
ETS_013,sat,abstract,19,5,40.8,3,61
ETS_014,math,algebra,12,3,24.5,6,87
ETS_014,math,geometry,16,3,26.2,7,87
ETS_014,math,calculus,8,2,18.9,11,87
ETS_014,physics,mechanics,12,1,32.5,6,87
ETS_014,physics,electricity,13,1,31.0,0,87
ETS_014,physics,waves,12,1,25.2,7,87
ETS_014,chemistry,atomic,13,2,28.5,2,87
ETS_014,chemistry,acidsbases,19,3,30.0,2,87
ETS_014,chemistry,reactions,15,2,23.7,1,87
ETS_014,biology,cell,20,1,46.3,0,87
ETS_014,biology,physiology,27,1,58.9,3,87
ETS_014,biology,ecology,19,1,39.6,8,87
ETS_014,english,grammar,13,2,25.8,3,87
ETS_014,english,reading,20,3,46.0,12,87
ETS_014,english,vocabulary,15,2,31.6,4,87
ETS_014,sat,verbal,22,2,51.5,4,87
ETS_014,sat,quantitative,19,2,40.6,5,87
ETS_014,sat,abstract,30,3,40.6,5,87
ETS_015,math,algebra,22,6,60.4,13,78
ETS_015,math,geometry,25,6,73.9,0,78
ETS_015,math,calculus,11,3,34.7,9,78
ETS_015,physics,mechanics,14,3,33.8,2,78
ETS_015,physics,electricity,25,5,49.1,8,78
ETS_015,physics,waves,25,5,59.5,0,78
ETS_015,chemistry,atomic,26,3,55.1,12,78
ETS_015,chemistry,acidsbases,10,1,19.9,3,78
ETS_015,chemistry,reactions,23,3,51.0,0,78
ETS_015,biology,cell,27,7,62.8,2,78
ETS_015,biology,physiology,26,7,53.0,7,78
ETS_015,biology,ecology,16,4,40.4,0,78
ETS_015,english,grammar,25,5,56.1,18,78
ETS_015,english,reading,15,3,25.1,2,78
ETS_015,english,vocabulary,14,3,31.5,4,78
ETS_015,sat,verbal,27,6,78.1,1,78
ETS_015,sat,quantitative,21,5,32.4,3,78
ETS_015,sat,abstract,14,3,33.4,1,78
ETS_016,math,algebra,25,1,44.7,4,77
ETS_016,math,geometry,13,0,18.7,9,77
ETS_016,math,calculus,16,0,34.9,1,77
ETS_016,physics,mechanics,26,2,57.0,2,77
ETS_016,physics,electricity,30,2,79.1,9,77
ETS_016,physics,waves,15,1,32.9,0,77
ETS_016,chemistry,atomic,12,5,22.7,8,77
ETS_016,chemistry,acidsbases,9,3,28.2,4,77
ETS_016,chemistry,reactions,12,5,22.6,1,77
ETS_016,biology,cell,17,6,45.6,8,77
ETS_016,biology,physiology,18,7,42.9,5,77
ETS_016,biology,ecology,22,8,51.8,1,77
ETS_016,english,grammar,8,2,14.7,0,77
ETS_016,english,reading,22,6,54.8,2,77
ETS_016,english,vocabulary,9,2,26.2,4,77
ETS_016,sat,verbal,14,6,30.7,2,77
ETS_016,sat,quantitative,23,9,39.8,8,77
ETS_016,sat,abstract,10,4,24.3,4,77
ETS_017,math,algebra,19,12,68.6,0,62
ETS_017,math,geometry,20,13,81.9,3,62
ETS_017,math,calculus,16,10,47.6,3,62
ETS_017,physics,mechanics,23,11,52.2,0,62
ETS_017,physics,electricity,14,6,35.0,0,62
ETS_017,physics,waves,15,7,46.2,5,62
ETS_017,chemistry,atomic,10,5,35.8,0,62
ETS_017,chemistry,acidsbases,9,4,24.0,0,62
ETS_017,chemistry,reactions,10,4,28.7,8,62
ETS_017,biology,cell,13,8,42.5,3,62
ETS_017,biology,physiology,12,7,45.4,2,62
ETS_017,biology,ecology,15,8,29.0,0,62
ETS_017,english,grammar,14,6,28.8,0,62
ETS_017,english,reading,19,9,42.5,2,62
ETS_017,english,vocabulary,12,5,30.1,12,62
ETS_017,sat,verbal,21,10,56.4,5,62
ETS_017,sat,quantitative,21,10,42.6,3,62
ETS_017,sat,abstract,9,4,24.7,0,62
ETS_018,math,algebra,10,1,14.7,0,91
ETS_018,math,geometry,23,3,45.2,6,91
ETS_018,math,calculus,15,2,30.0,1,91
ETS_018,physics,mechanics,9,3,15.6,0,91
ETS_018,physics,electricity,22,6,43.5,4,91
ETS_018,physics,waves,22,6,45.1,8,91
ETS_018,chemistry,atomic,18,3,40.0,10,91
ETS_018,chemistry,acidsbases,15,2,34.5,7,91
ETS_018,chemistry,reactions,12,2,29.4,9,91
ETS_018,biology,cell,33,1,80.7,5,91
ETS_018,biology,physiology,18,0,43.7,0,91
ETS_018,biology,ecology,19,0,37.3,36,91
ETS_018,english,grammar,12,4,19.9,5,91
ETS_018,english,reading,14,4,26.1,0,91
ETS_018,english,vocabulary,24,8,71.5,6,91
ETS_018,sat,verbal,28,1,66.6,1,91
ETS_018,sat,quantitative,19,0,38.7,5,91
ETS_018,sat,abstract,32,1,49.5,0,91
ETS_019,math,algebra,16,16,55.2,4,35
ETS_019,math,geometry,16,17,62.7,7,35
ETS_019,math,calculus,17,17,73.4,3,35
ETS_019,physics,mechanics,5,6,13.5,10,35
ETS_019,physics,electricity,15,17,46.1,2,35
ETS_019,physics,waves,6,6,15.5,0,35
ETS_019,chemistry,atomic,10,16,44.8,3,35
ETS_019,chemistry,acidsbases,13,21,66.5,1,35
ETS_019,chemistry,reactions,13,21,74.8,2,35
ETS_019,biology,cell,14,12,34.9,2,35
ETS_019,biology,physiology,14,13,42.8,1,35
ETS_019,biology,ecology,18,16,53.1,12,35
ETS_019,english,grammar,9,15,42.1,2,35
ETS_019,english,reading,12,21,44.9,15,35
ETS_019,english,vocabulary,5,9,31.1,0,35
ETS_019,sat,verbal,11,12,45.6,11,35
ETS_019,sat,quantitative,5,6,15.6,23,35
ETS_019,sat,abstract,8,9,41.2,5,35
ETS_020,math,algebra,6,5,18.7,0,70
ETS_020,math,geometry,7,5,27.3,8,70
ETS_020,math,calculus,18,13,76.3,10,70
ETS_020,physics,mechanics,9,3,23.7,3,70
ETS_020,physics,electricity,14,5,35.5,3,70
ETS_020,physics,waves,19,7,36.4,8,70
ETS_020,chemistry,atomic,16,8,29.9,11,70
ETS_020,chemistry,acidsbases,9,5,18.5,10,70
ETS_020,chemistry,reactions,8,4,18.7,3,70
ETS_020,biology,cell,8,4,29.3,9,70
ETS_020,biology,physiology,12,6,29.3,13,70
ETS_020,biology,ecology,13,7,26.3,2,70
ETS_020,english,grammar,8,6,17.7,3,70
ETS_020,english,reading,8,6,20.8,5,70
ETS_020,english,vocabulary,8,6,34.8,0,70
ETS_020,sat,verbal,14,8,40.1,4,70
ETS_020,sat,quantitative,8,4,19.8,5,70
ETS_020,sat,abstract,14,8,34.0,10,70
